nan,37545.0
nan,37784.0
nan,38155.0
nan,37993.0
nan,37996.0
nan,37618.0
nan,39771.0
nan,41012.0
nan,41603.0
nan,41066.0
nan,41419.0
nan,40891.0
nan,40524.0
nan,38336.0
nan,36998.0
nan,38827.0
nan,39756.0
nan,39954.0
nan,40446.0
nan,41149.0
nan,41127.0
nan,40592.0
nan,39190.0
nan,39455.0
nan,38454.0
nan,36861.0
nan,38253.0
nan,38702.0
nan,38343.0
nan,36597.0
nan,35780.0
nan,34688.0
nan,33648.0
nan,32063.0
nan,32544.0
nan,32753.0
nan,33194.0
nan,32672.0
nan,32278.0
nan,32535.0
nan,30312.0
nan,30678.0
nan,30878.0
nan,31812.0
nan,31713.0
nan,33226.0
nan,34307.0
nan,35268.0
nan,35675.0
nan,36726.0
nan,38590.0
nan,39725.0
nan,40451.0
nan,43263.0
nan,45030.0
nan,46363.0
nan,47470.0
nan,47945.0
nan,47731.0
nan,47833.0
nan,48703.0
nan,48178.0
nan,48237.0
nan,47434.0
nan,46365.0
nan,45517.0
nan,45235.0
nan,46994.0
nan,47077.0
nan,46821.0
nan,47890.0
nan,48575.0
nan,49456.0
nan,49050.0
nan,49162.0
nan,48292.0
nan,46123.0
nan,45118.0
nan,43405.0
nan,41336.0
nan,38952.0
nan,38306.0
nan,38096.0
nan,38064.0
nan,38744.0
nan,38118.0
nan,38013.0
nan,37805.0
nan,38286.0
nan,38977.0
nan,39491.0
nan,39639.0
nan,41279.0
nan,43259.0
nan,43125.0
nan,44109.0
nan,45642.0
nan,44459.0
nan,42647.0
nan,41595.0
nan,41294.0
nan,40353.0
nan,39751.0
nan,39732.0
nan,38972.0
nan,37922.0
nan,35964.0
nan,34958.0
nan,33788.0
nan,33680.0
nan,32555.0
nan,31328.0
nan,31081.0
nan,31299.0
nan,33822.0
nan,33461.0
nan,33819.0
nan,33864.0
nan,34482.0
nan,34443.0
nan,35010.0
nan,34878.0
nan,34347.0
nan,34495.0
nan,34952.0
nan,34912.0
nan,34805.0
nan,34870.0
nan,34624.0
nan,34738.0
nan,34286.0
nan,34446.0
nan,34388.0
nan,34405.0
nan,33804.0
nan,32797.0
nan,32835.0
nan,32204.0
nan,30966.0
nan,30196.0
nan,28651.0
nan,27618.0
nan,26331.0
nan,24863.0
nan,22689.0
0.999388024436544,19926.0
0.9684810607271351,17277.0
0.9171535277617556,14504.0
0.8532346609555308,11635.0
0.7799358253248988,8267.0
0.7002511503158826,5780.0
0.6158145554285792,3676.0
0.5279707949462016,2409.0
0.4391617137634939,1231.0
0.35080093758883923,655.0
0.26449774619034716,353.0
0.1833149441316827,175.0
0.10983000339715832,78.0
0.047959088775362035,51.0
0.005764717464199265,44.0
nan,40.0
nan,38.0
