nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,36419.0
nan,34734.0
nan,44467.0
nan,38005.0
nan,36606.0
nan,40482.0
nan,44707.0
nan,45988.0
nan,49534.0
nan,53463.0
nan,52384.0
nan,49813.0
nan,50359.0
nan,48395.0
nan,46675.0
nan,46965.0
nan,44320.0
nan,43575.0
nan,43767.0
nan,41468.0
nan,41376.0
nan,41204.0
nan,41966.0
nan,41324.0
nan,42277.0
nan,42211.0
nan,39929.0
nan,38846.0
nan,38648.0
nan,39322.0
nan,40022.0
nan,39757.0
nan,39959.0
nan,40555.0
nan,40618.0
nan,38479.0
nan,35849.0
nan,37179.0
nan,38996.0
nan,41280.0
nan,44744.0
nan,46571.0
nan,40374.0
nan,41050.0
nan,39308.0
nan,39772.0
nan,38344.0
nan,38167.0
nan,39220.0
nan,40018.0
nan,38041.0
nan,38390.0
nan,37576.0
nan,37677.0
nan,36800.0
nan,36279.0
nan,34946.0
nan,34750.0
nan,35239.0
nan,35054.0
nan,35196.0
nan,34348.0
nan,33594.0
nan,35367.0
nan,36543.0
nan,37481.0
nan,40243.0
nan,38709.0
nan,40548.0
nan,42302.0
nan,42904.0
nan,40942.0
nan,40350.0
nan,39296.0
nan,43205.0
nan,42510.0
nan,42630.0
nan,40712.0
nan,41581.0
nan,42346.0
nan,41190.0
nan,42256.0
nan,42149.0
nan,40972.0
nan,43969.0
nan,46596.0
nan,46948.0
nan,45214.0
nan,43923.0
nan,44857.0
nan,43427.0
nan,50278.0
nan,46455.0
nan,47172.0
nan,50972.0
nan,47966.0
nan,52262.0
nan,42944.0
nan,44447.0
nan,45591.0
nan,46254.0
nan,50056.0
nan,50045.0
nan,48466.0
nan,42420.0
nan,44973.0
nan,46059.0
nan,45607.0
nan,48899.0
nan,52715.0
nan,50905.0
nan,52694.0
nan,46041.0
nan,45654.0
nan,50028.0
nan,49804.0
nan,55779.0
nan,58022.0
nan,62265.0
nan,66657.0
nan,nan
nan,nan
nan,nan
nan,nan
nan,57723.0
nan,67416.0
nan,64917.0
nan,63559.0
nan,60335.0
nan,64917.0
nan,60641.0
nan,55854.0
nan,54676.0
nan,48791.0
nan,41783.0
nan,47339.0
nan,47569.0
nan,53746.0
nan,53799.0
nan,54552.0
nan,54837.0
nan,54388.0
nan,49702.0
nan,48194.0
nan,50166.0
nan,48734.0
nan,48423.0
nan,46244.0
nan,42600.0
nan,40978.0
nan,39340.0
nan,41049.0
0.99923442434458,39633.0
0.985753552209241,38270.0
0.9644537758053064,37115.0
0.9378754574769054,36302.0
0.9075314607020457,33730.0
0.8738831697393352,28788.0
0.837919396483077,27156.0
0.7997150434172593,27527.0
0.7601215657668687,25767.0
0.7190088333050187,22667.0
0.6772623443770598,18048.0
0.6346812066878427,13960.0
0.5920241939768667,9715.0
0.5491066888937726,10061.0
0.5067278871435699,7843.0
0.46465523783360063,4501.0
0.4236003115584075,2885.0
0.3833746562082939,1953.0
0.3447070565165862,1249.0
0.30743211293850237,1085.0
0.27215691611660175,702.0
0.23875650272420623,506.0
0.20781009026043584,395.0
0.17906446740769566,305.0
0.15309379517847788,223.0
0.12971278743316617,158.0
0.109200137715042,137.0
0.09139578962313899,108.0
0.07646740894399229,85.0
0.06418781023634867,61.0
0.05458962931467204,70.0
0.04737070219875106,58.0
0.04254639527994186,50.0
0.03990226910982042,49.0
0.03945025434705052,51.0
0.041202835997293796,51.0
0.045213857385559386,49.0
0.05156015809145653,46.0
0.05980725533072906,49.0
0.0711187907356895,44.0
0.08606445007761965,51.0
0.1043355340692742,56.0
0.12628532194299957,53.0
0.1518565018036483,54.0
0.18143257438511207,61.0
0.21475169723901832,74.0
0.2522119256481353,83.0
0.29340829375132793,95.0
0.338774260239762,143.0
0.43945417546430043,264.0
0.5778148259101366,291.0
0.7686247809253863,nan
0.994499660595674,13.0
